Unnamed: 0.1,Unnamed: 0,ID,GENDER,SKIN TONE,OUTFITS,SUMMER OUTFIT,WINTER OUTFIT,SPRING OUTFIT,AGE,HEIGHT (CM),WEIGHT (KG),SHIRT SIZE,SHIRT,PANT SIZE,PANT,OUTFITS_processed,SUMMER OUTFIT_processed,WINTER OUTFIT_processed,SPRING OUTFIT_processed,out,summer,winter,spring
10,10,11,male,Brown Skin,"Navy blue,Peach,Purple","White,Grey","Light blue,Navy blue","Mustard yellow,Mint green",6,,,,,,,"['lightnavy', 'bluemelange', 'mediumblue', 'lavender', 'indigoblue', 'orange', 'bluewhite', 'lilac', 'burntorange', 'lightindigo', 'orangeind', 'purple', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'plum', 'darkpurple', 'turquoise', 'aqua', 'apricotorange', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'amethyst', 'peach', 'lightorange', 'navyblue', 'violet', 'teal', 'coral']","['whitenavy', 'greymelange', 'steelgrey', 'white', 'whitegrey', 'ivory', 'cream', 'greymel', 'whitemelange', 'ltgrey', 'offwhite', 'whiteblue', 'whiteblack', 'coolgrey', 'whitegreen', 'whitewine', 'darkgrey', 'charcoalgrey', 'lightwhite', 'greygdmel', 'whites', 'grey', 'whiterinse', 'greyblack', 'whiteswan', 'gray', 'whitegold', 'midgrey', 'greymelanged', 'greysilver']","['lightnavy', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'lightindigo', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'turquoise', 'aqua', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'navyblue', 'teal']","['forestgreen', 'sagegreen', 'whitenavy', 'mustard', 'rednavy', 'mint', 'white', 'whitegrey', 'ivory', 'cream', 'whitemelange', 'ruby', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'offwhite', 'whiteblue', 'olive', 'whiteblack', 'saffron', 'bloodred', 'mustardyellow', 'whitegreen', 'whitewine', 'vintagered', 'yellow', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'lightwhite', 'cherry', 'limegreen', 'gold', 'darkred', 'whites', 'limeyellow', 'tomatored', 'greenmelange', 'whiterinse', 'darkgreen', 'rose', 'redorange', 'whiteswan', 'whitegold']","blue,orange,purple","white,grey","blue,blue","yellow,green"
11,11,12,female,Olive Skin,"Rich brown,Olive green,Deep red","Creamy whites,Green,,Orange"," Emerald green,Sapphire blue","Warm pink,Mustard yellow",4,,,,,,,"['forestgreen', 'sagegreen', 'whitenavy', 'mustard', 'rednavy', 'mint', 'rust', 'darkbrown', 'white', 'darkolive', 'chocolate', 'pink', 'whitegrey', 'neonpink', 'beige', 'ivory', 'cream', 'orange', 'whitemelange', 'ruby', 'auburn', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'bloodred', 'offwhite', 'olive', 'whiteblue', 'saffron', 'whiteblack', 'orangeind', 'mustardyellow', 'whitegreen', 'whitewine', 'lightpink', 'vintagered', 'yellow', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'khaki', 'lightwhite', 'coral', 'cherry', 'limegreen', 'gold', 'darkred', 'babyblue', 'lightbrown', 'whites', 'apricotorange', 'coffee', 'camel', 'dustypink', 'limeyellow', 'tomatored', 'greenmelange', 'hotpink', 'whiterinse', 'peach', 'darkgreen', 'rose', 'lightorange', 'redorange', 'whiteswan', 'petalpink', 'whitegold', 'brown', 'caramel']","['', 'whitenavy', 'forestgreen', 'mustard', 'rednavy', 'mint', 'sagegreen', 'white', 'whitegrey', 'ivory', 'cream', 'orange', 'whitemelange', 'ruby', 'pistagreen', 'redmelange', 'olivegreen', 'burntorange', 'red', 'offwhite', 'bloodred', 'whiteblue', 'green', 'whiteblack', 'saffron', 'olive', 'orangeind', 'mustardyellow', 'whitegreen', 'whitewine', 'vintagered', 'yellow', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'lightwhite', 'coral', 'cherry', 'limegreen', 'gold', 'darkred', 'apricotorange', 'whites', 'limeyellow', 'tomatored', 'whiterinse', 'greenmelange', 'peach', 'darkgreen', 'rose', 'lightorange', 'redorange', 'whiteswan', 'whitegold']","['forestgreen', 'sagegreen', 'lightnavy', 'mint', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'pistagreen', 'olivegreen', 'green', 'lightindigo', 'olive', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'armygreen', 'greentint', 'turquoise', 'mintgreen', 'aqua', 'limegreen', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'greenmelange', 'darkgreen', 'navyblue', 'teal']","['whitenavy', 'mustard', 'rednavy', 'white', 'pink', 'whitegrey', 'neonpink', 'ivory', 'cream', 'whitemelange', 'ruby', 'redmelange', 'burntorange', 'red', 'bloodred', 'offwhite', 'whiteblue', 'whiteblack', 'saffron', 'mustardyellow', 'whitegreen', 'whitewine', 'lightpink', 'vintagered', 'yellow', 'watermelon red', 'lightwhite', 'cherry', 'babyblue', 'gold', 'darkred', 'whites', 'dustypink', 'limeyellow', 'hotpink', 'tomatored', 'whiterinse', 'rose', 'redorange', 'whiteswan', 'petalpink', 'whitegold']","brown,green,red","white,green,unknown,orange","green,blue","pink,yellow"
12,12,13,male,Medium Skin,"Brown,Yellow,Grey,Orange","Dusty rose,Saffron","Deep oranges,sky blue","Lavender,Sunny yellow",23,,,,,,,"['greymelange', 'mustard', 'steelgrey', 'rust', 'darkbrown', 'darkolive', 'chocolate', 'midgrey', 'beige', 'cream', 'orange', 'ltgrey', 'greymel', 'auburn', 'burntorange', 'coolgrey', 'saffron', 'orangeind', 'mustardyellow', 'darkgrey', 'yellow', 'charcoalgrey', 'khaki', 'greygdmel', 'gold', 'apricotorange', 'lightbrown', 'coffee', 'camel', 'limeyellow', 'grey', 'greyblack', 'peach', 'lightorange', 'gray', 'coral', 'brown', 'greymelanged', 'caramel', 'greysilver']","['rednavy', 'pink', 'neonpink', 'ruby', 'redmelange', 'burntorange', 'red', 'bloodred', 'saffron', 'lightpink', 'vintagered', 'watermelon red', 'cherry', 'babyblue', 'darkred', 'dustypink', 'tomatored', 'hotpink', 'rose', 'redorange', 'petalpink']","['lightnavy', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'lightindigo', 'oranges', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'turquoise', 'aqua', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'navyblue', 'teal']","['whitenavy', 'mustard', 'rednavy', 'white', 'lavender', 'whitegrey', 'ivory', 'cream', 'whitemelange', 'ruby', 'lilac', 'redmelange', 'burntorange', 'red', 'bloodred', 'offwhite', 'whiteblue', 'whiteblack', 'saffron', 'mustardyellow', 'purple', 'whitegreen', 'whitewine', 'vintagered', 'yellow', 'plum', 'darkpurple', 'watermelon red', 'lightwhite', 'cherry', 'gold', 'darkred', 'whites', 'limeyellow', 'tomatored', 'amethyst', 'whiterinse', 'rose', 'violet', 'redorange', 'whiteswan', 'whitegold']","brown,yellow,grey,orange","pink,yellow","orange,blue","purple,yellow"
13,13,14,female,Medium Skin,"Brown,Yellow,Grey,Orange","Dusty rose,Saffron","Deep oranges,sky blue","Lavender,Sunny yellow",11,,,,,,,"['greymelange', 'mustard', 'steelgrey', 'rust', 'darkbrown', 'darkolive', 'chocolate', 'midgrey', 'beige', 'cream', 'orange', 'ltgrey', 'greymel', 'auburn', 'burntorange', 'coolgrey', 'saffron', 'orangeind', 'mustardyellow', 'darkgrey', 'yellow', 'charcoalgrey', 'khaki', 'greygdmel', 'gold', 'apricotorange', 'lightbrown', 'coffee', 'camel', 'limeyellow', 'grey', 'greyblack', 'peach', 'lightorange', 'gray', 'coral', 'brown', 'greymelanged', 'caramel', 'greysilver']","['rednavy', 'pink', 'neonpink', 'ruby', 'redmelange', 'burntorange', 'red', 'bloodred', 'saffron', 'lightpink', 'vintagered', 'watermelon red', 'cherry', 'babyblue', 'darkred', 'dustypink', 'tomatored', 'hotpink', 'rose', 'redorange', 'petalpink']","['lightnavy', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'lightindigo', 'oranges', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'turquoise', 'aqua', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'navyblue', 'teal']","['whitenavy', 'mustard', 'rednavy', 'white', 'lavender', 'whitegrey', 'ivory', 'cream', 'whitemelange', 'ruby', 'lilac', 'redmelange', 'burntorange', 'red', 'bloodred', 'offwhite', 'whiteblue', 'whiteblack', 'saffron', 'mustardyellow', 'purple', 'whitegreen', 'whitewine', 'vintagered', 'yellow', 'plum', 'darkpurple', 'watermelon red', 'lightwhite', 'cherry', 'gold', 'darkred', 'whites', 'limeyellow', 'tomatored', 'amethyst', 'whiterinse', 'rose', 'violet', 'redorange', 'whiteswan', 'whitegold']","brown,yellow,grey,orange","pink,yellow","orange,blue","purple,yellow"
14,14,15,male,Extremely Fair Skin,"Emerald green,Navy","Deep purple,Ruby,red,Dull orange","Icy blue,Charcol","Blush pink,Soft gray",23,,,,,,,"['forestgreen', 'sagegreen', 'lightnavy', 'mint', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'pistagreen', 'olivegreen', 'green', 'lightindigo', 'olive', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'armygreen', 'greentint', 'turquoise', 'mintgreen', 'aqua', 'limegreen', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'greenmelange', 'darkgreen', 'navyblue', 'teal']","['whitenavy', 'mustard', 'rednavy', 'white', 'lavender', 'pink', 'whitegrey', 'neonpink', 'ivory', 'cream', 'orange', 'whitemelange', 'ruby', 'lilac', 'redmelange', 'burntorange', 'red', 'bloodred', 'offwhite', 'whiteblue', 'whiteblack', 'saffron', 'orangeind', 'mustardyellow', 'purple', 'whitegreen', 'whitewine', 'lightpink', 'vintagered', 'yellow', 'plum', 'darkpurple', 'watermelon red', 'lightwhite', 'coral', 'cherry', 'babyblue', 'gold', 'darkred', 'apricotorange', 'whites', 'dustypink', 'limeyellow', 'tomatored', 'amethyst', 'hotpink', 'whiterinse', 'peach', 'rose', 'lightorange', 'violet', 'redorange', 'whiteswan', 'petalpink', 'whitegold']","['lightnavy', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'lightindigo', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'turquoise', 'aqua', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'navyblue', 'teal', 'charcol']","['greymelange', 'steelgrey', 'rednavy', 'pink', 'neonpink', 'greymel', 'ltgrey', 'ruby', 'redmelange', 'burntorange', 'red', 'bloodred', 'coolgrey', 'saffron', 'lightpink', 'darkgrey', 'vintagered', 'watermelon red', 'charcoalgrey', 'cherry', 'babyblue', 'darkred', 'dustypink', 'tomatored', 'grey', 'greyblack', 'hotpink', 'rose', 'redorange', 'gray', 'petalpink', 'greygdmel', 'midgrey', 'greymelanged', 'greysilver']","green,blue","purple,red,red,orange","blue,grey","pink,grey"
15,15,16,female,Under Tone,"Grey,Brown,Blue,Green","Grey,Brown,Blue,Green","Mint green,Navy blue","Baby pink,Yellow,Mint",40,,,,,,,"['forestgreen', 'sagegreen', 'greymelange', 'lightnavy', 'steelgrey', 'mint', 'rust', 'bluemelange', 'darkbrown', 'mediumblue', 'darkolive', 'chocolate', 'midgrey', 'beige', 'indigoblue', 'greymel', 'ltgrey', 'bluewhite', 'pistagreen', 'auburn', 'olivegreen', 'green', 'lightindigo', 'olive', 'coolgrey', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'darkgrey', 'armygreen', 'greentint', 'turquoise', 'mintgreen', 'charcoalgrey', 'aqua', 'khaki', 'limegreen', 'lightbrown', 'navy', 'coffee', 'midnightblue', 'electricblue', 'navychecks', 'camel', 'greenmelange', 'grey', 'greyblack', 'darkgreen', 'navyblue', 'teal', 'gray', 'greygdmel', 'brown', 'greymelanged', 'caramel', 'greysilver']","['forestgreen', 'sagegreen', 'greymelange', 'lightnavy', 'steelgrey', 'mint', 'rust', 'bluemelange', 'darkbrown', 'mediumblue', 'darkolive', 'chocolate', 'midgrey', 'beige', 'indigoblue', 'greymel', 'ltgrey', 'bluewhite', 'pistagreen', 'auburn', 'olivegreen', 'green', 'lightindigo', 'olive', 'coolgrey', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'darkgrey', 'armygreen', 'greentint', 'turquoise', 'mintgreen', 'charcoalgrey', 'aqua', 'khaki', 'limegreen', 'lightbrown', 'navy', 'coffee', 'midnightblue', 'electricblue', 'navychecks', 'camel', 'greenmelange', 'grey', 'greyblack', 'darkgreen', 'navyblue', 'teal', 'gray', 'greygdmel', 'brown', 'greymelanged', 'caramel', 'greysilver']","['forestgreen', 'sagegreen', 'lightnavy', 'mint', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'pistagreen', 'olivegreen', 'green', 'lightindigo', 'olive', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'armygreen', 'greentint', 'turquoise', 'mintgreen', 'aqua', 'limegreen', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'greenmelange', 'darkgreen', 'navyblue', 'teal']","['forestgreen', 'sagegreen', 'mustard', 'rednavy', 'mint', 'pink', 'neonpink', 'cream', 'ruby', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'bloodred', 'olive', 'saffron', 'mustardyellow', 'lightpink', 'vintagered', 'yellow', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'cherry', 'limegreen', 'babyblue', 'darkred', 'gold', 'dustypink', 'tomatored', 'hotpink', 'greenmelange', 'limeyellow', 'darkgreen', 'rose', 'redorange', 'petalpink']","grey,brown,blue,green","grey,brown,blue,green","green,blue","pink,yellow,green"
16,16,17,female,Fair Skin,"Emerald green,Shades of blue","Navy blue,White,Plum","Soft grays,Baby pink","Ivory,Babyblue",19,,,,,,,"['forestgreen', 'sagegreen', 'green', 'mint', 'greenmelange', 'olive', 'of blue', 'darkgreen', 'armygreen', 'greentint', 'mintgreen', 'limegreen', 'pistagreen', 'olivegreen']","['whitenavy', 'lightnavy', 'bluemelange', 'white', 'mediumblue', 'lavender', 'whitegrey', 'ivory', 'indigoblue', 'cream', 'whitemelange', 'bluewhite', 'lilac', 'offwhite', 'lightindigo', 'whiteblue', 'whiteblack', 'purple', 'skyblue', 'denimblue', 'blue', 'whitegreen', 'lightblue', 'bluenight', 'royalblue', 'whitewine', 'plum', 'darkpurple', 'turquoise', 'aqua', 'lightwhite', 'navy', 'whites', 'midnightblue', 'electricblue', 'amethyst', 'navychecks', 'whiterinse', 'navyblue', 'violet', 'teal', 'whiteswan', 'whitegold']","['grays', 'rednavy', 'pink', 'neonpink', 'ruby', 'redmelange', 'burntorange', 'red', 'bloodred', 'saffron', 'lightpink', 'vintagered', 'watermelon red', 'cherry', 'babyblue', 'darkred', 'dustypink', 'tomatored', 'hotpink', 'rose', 'redorange', 'petalpink']","['whitenavy', 'white', 'pink', 'whitegrey', 'neonpink', 'ivory', 'cream', 'whitemelange', 'offwhite', 'whiteblue', 'whiteblack', 'whitegreen', 'whitewine', 'lightpink', 'lightwhite', 'babyblue', 'whites', 'dustypink', 'hotpink', 'whiterinse', 'rose', 'whiteswan', 'petalpink', 'whitegold']","green,blue","blue,white,purple","grey,pink","white,blue"
17,17,18,female,Neutral Skin Under Tone,"Dusky pink,Medium green","Soft white,Light blue,Light pink","Light blue,Navy blue"," Soft pink,Mint",26,,,,,,,"['forestgreen', 'sagegreen', 'rednavy', 'mint', 'pink', 'neonpink', 'ruby', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'bloodred', 'olive', 'saffron', 'lightpink', 'vintagered', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'cherry', 'babyblue', 'limegreen', 'darkred', 'dustypink', 'tomatored', 'hotpink', 'greenmelange', 'darkgreen', 'rose', 'redorange', 'petalpink']","['whitenavy', 'lightnavy', 'mustard', 'rednavy', 'bluemelange', 'white', 'mediumblue', 'pink', 'whitegrey', 'neonpink', 'ivory', 'indigoblue', 'cream', 'whitemelange', 'ruby', 'bluewhite', 'redmelange', 'burntorange', 'red', 'offwhite', 'lightindigo', 'whiteblue', 'bloodred', 'whiteblack', 'saffron', 'mustardyellow', 'skyblue', 'denimblue', 'blue', 'whitegreen', 'lightblue', 'whitewine', 'royalblue', 'bluenight', 'lightpink', 'vintagered', 'yellow', 'watermelon red', 'turquoise', 'aqua', 'lightwhite', 'cherry', 'babyblue', 'gold', 'darkred', 'navy', 'whites', 'dustypink', 'midnightblue', 'electricblue', 'navychecks', 'limeyellow', 'whiterinse', 'hotpink', 'tomatored', 'rose', 'navyblue', 'redorange', 'teal', 'whiteswan', 'petalpink', 'whitegold']","['lightnavy', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'lightindigo', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'turquoise', 'aqua', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'navyblue', 'teal']","['forestgreen', 'sagegreen', 'rednavy', 'mint', 'pink', 'neonpink', 'ruby', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'bloodred', 'olive', 'saffron', 'lightpink', 'vintagered', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'cherry', 'limegreen', 'babyblue', 'darkred', 'dustypink', 'tomatored', 'hotpink', 'greenmelange', 'darkgreen', 'rose', 'redorange', 'petalpink']","pink,green","white,blue,pink","blue,blue","pink,green"
18,18,19,male,Warm Skin Under Tone,"Light orange,Lime green","Green,Brown ,Yellow","Olive green,Deep oranges","Olive green,Soft yellow",29,,,,,,,"['forestgreen', 'sagegreen', 'rednavy', 'mint', 'orange', 'ruby', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'bloodred', 'olive', 'saffron', 'orangeind', 'vintagered', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'cherry', 'limegreen', 'darkred', 'apricotorange', 'tomatored', 'greenmelange', 'peach', 'darkgreen', 'lightorange', 'rose', 'redorange', 'coral']","['forestgreen', 'sagegreen', 'mustard', 'mint', 'rust', 'darkbrown', 'darkolive', 'chocolate', 'beige', 'cream', 'auburn', 'pistagreen', 'olivegreen', 'green', 'olive', 'saffron', 'mustardyellow', 'yellow', 'armygreen', 'greentint', 'mintgreen', 'khaki', 'limegreen', 'gold', 'lightbrown', 'coffee', 'camel', 'limeyellow', 'greenmelange', 'darkgreen', 'brown', 'caramel']","['forestgreen', 'sagegreen', 'green', 'mint', 'greenmelange', 'olive', 'darkgreen', 'armygreen', 'greentint', 'mintgreen', 'oranges', 'limegreen', 'pistagreen', 'olivegreen']","['forestgreen', 'sagegreen', 'whitenavy', 'mustard', 'rednavy', 'mint', 'white', 'whitegrey', 'ivory', 'cream', 'whitemelange', 'ruby', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'offwhite', 'whiteblue', 'olive', 'whiteblack', 'saffron', 'bloodred', 'mustardyellow', 'whitegreen', 'whitewine', 'vintagered', 'yellow', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'lightwhite', 'cherry', 'limegreen', 'gold', 'darkred', 'whites', 'limeyellow', 'tomatored', 'greenmelange', 'whiterinse', 'darkgreen', 'rose', 'redorange', 'whiteswan', 'whitegold']","orange,green","green,brown,yellow","green,orange","green,yellow"
19,19,20,male,Olive Skin,"Rich brown,Olive green,Deep red","Creamy whites,Green,,Orange"," Emerald green,Sapphire blue","Mustard yellow,Mint green",22,,,,,,,"['forestgreen', 'sagegreen', 'whitenavy', 'mustard', 'rednavy', 'mint', 'rust', 'darkbrown', 'white', 'darkolive', 'chocolate', 'pink', 'whitegrey', 'neonpink', 'beige', 'ivory', 'cream', 'orange', 'whitemelange', 'ruby', 'auburn', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'bloodred', 'offwhite', 'olive', 'whiteblue', 'saffron', 'whiteblack', 'orangeind', 'mustardyellow', 'whitegreen', 'whitewine', 'lightpink', 'vintagered', 'yellow', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'khaki', 'lightwhite', 'coral', 'cherry', 'limegreen', 'gold', 'darkred', 'babyblue', 'lightbrown', 'whites', 'apricotorange', 'coffee', 'camel', 'dustypink', 'limeyellow', 'tomatored', 'greenmelange', 'hotpink', 'whiterinse', 'peach', 'darkgreen', 'rose', 'lightorange', 'redorange', 'whiteswan', 'petalpink', 'whitegold', 'brown', 'caramel']","['', 'whitenavy', 'forestgreen', 'mustard', 'rednavy', 'mint', 'sagegreen', 'white', 'whitegrey', 'ivory', 'cream', 'orange', 'whitemelange', 'ruby', 'pistagreen', 'redmelange', 'olivegreen', 'burntorange', 'red', 'offwhite', 'bloodred', 'whiteblue', 'green', 'whiteblack', 'saffron', 'olive', 'orangeind', 'mustardyellow', 'whitegreen', 'whitewine', 'vintagered', 'yellow', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'lightwhite', 'coral', 'cherry', 'limegreen', 'gold', 'darkred', 'apricotorange', 'whites', 'limeyellow', 'tomatored', 'whiterinse', 'greenmelange', 'peach', 'darkgreen', 'rose', 'lightorange', 'redorange', 'whiteswan', 'whitegold']","['forestgreen', 'sagegreen', 'lightnavy', 'mint', 'bluemelange', 'mediumblue', 'indigoblue', 'bluewhite', 'pistagreen', 'olivegreen', 'green', 'lightindigo', 'olive', 'skyblue', 'denimblue', 'blue', 'lightblue', 'bluenight', 'royalblue', 'armygreen', 'greentint', 'turquoise', 'mintgreen', 'aqua', 'limegreen', 'navy', 'midnightblue', 'electricblue', 'navychecks', 'greenmelange', 'darkgreen', 'navyblue', 'teal']","['forestgreen', 'sagegreen', 'whitenavy', 'mustard', 'rednavy', 'mint', 'white', 'whitegrey', 'ivory', 'cream', 'whitemelange', 'ruby', 'pistagreen', 'olivegreen', 'redmelange', 'burntorange', 'red', 'green', 'offwhite', 'whiteblue', 'olive', 'whiteblack', 'saffron', 'bloodred', 'mustardyellow', 'whitegreen', 'whitewine', 'vintagered', 'yellow', 'armygreen', 'greentint', 'watermelon red', 'mintgreen', 'lightwhite', 'cherry', 'limegreen', 'gold', 'darkred', 'whites', 'limeyellow', 'tomatored', 'greenmelange', 'whiterinse', 'darkgreen', 'rose', 'redorange', 'whiteswan', 'whitegold']","brown,green,red","white,green,unknown,orange","green,blue","yellow,green"
